eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords
2-s2.0-85024743125,10.11371/iieej.37.1005,“Lighting Environment Presumption by Image of Specular Balls and Application to Dynamic Shading Compensation”,2008,Journal of the Institute of Image Electronics Engineers of Japan,02859831,37,6,1005-1012,Article,Nakashima K.,,,"Hitachi, Ltd.",Japan,0,0,
2-s2.0-37349104661,10.1016/j.enbuild.2007.02.025,Double versus single skin facades in hot arid areas,2008,Energy and Buildings,03787788,40,3,240-248,Article,Hamza N.,,,University of Northumbria,United Kingdom,114,0,
2-s2.0-67349234405,10.1080/19401490701868299,Efficient calculation of daylight coefficients for rooms with dissimilar complex fenestration systems,2008,Journal of Building Performance Simulation,19401493,1,1,3-15,Article,Laouadi A.,,,National Research Council Canada,Canada,31,2,
2-s2.0-35348880855,10.1177/1420326X07082497,Determining photosensor conditions of a daylight dimming control system using different double-skin envelope configurations,2007,Indoor and Built Environment,1420326X,16,5,411-425,Article,Kim S.Y.,,,University of Sharjah,United Arab Emirates,38,0,
2-s2.0-37649005375,10.1260/136943307783239327,FEM analysis and experimental study on monolayer cable net for glass facades: Dynamic properties,2007,Advances in Structural Engineering,13694332,10,4,383-395,Article,Shi Y.,,,Tsinghua University,China,19,0,
2-s2.0-34547652535,10.1145/1276377.1276402,Dynamic 2D patterns for shading 3D scenes,2007,ACM Transactions on Graphics,07300301,26,3,,Article,Breslav S.,,,"University of Michigan, Ann Arbor",United States,19,2,
2-s2.0-34447339124,10.3732/ajb.94.7.1067,Differences in mechanical and structural properties of surface and aerial petioles of the aquatic plant Nymphaea odorata subsp. tuberosa (Nymphaeaceae),2007,American Journal of Botany,00029122,94,7,1067-1072,Article,Etnier S.A.,,,Butler University,United States,24,0,
2-s2.0-34247101823,,Natural ventilation brings a breath of fresh air to shopping centres,2007,Building Engineer,09698213,82,4,22,Article,Newell D.,,,,,0,0,
2-s2.0-34250305562,10.1074/jbc.M609125200,The dynamic envelope of a fusion Class II virus: Prefusion stages of Semliki Forest virus revealed by electron cryomicroscopy,2007,Journal of Biological Chemistry,00219258,282,9,6752-6762,Article,Wu S.R.,,,Karolinska Institutet,Sweden,20,1,
2-s2.0-34548734675,10.5424/sjar/2007053-5341,A comparison of three different cooling systems in parral type greenhouses in Almería,2007,Spanish Journal of Agricultural Research,1695971X,5,3,285-292,Article,Meca D.,,,Estación Experimental de Cajamar Las Palmerillas,Spain,16,1,
2-s2.0-40249089871,10.3141/2030-09,Warranting traffic signals on the basis of proximity of railroad grade crossings,2007,Transportation Research Record,03611981,,2030,59-68,Article,Prassas E.S.,,,NYU Tandon School of Engineering,United States,0,0,
2-s2.0-33845874366,,Research on manufacturing technology based on machine vision,2006,Wuhan Ligong Daxue Xuebao Journal of Wuhan University of Technology,16714431,28,SUPPL. 1,402-406,Article,Hu Z.,,,Yanshan University,China,0,0,
2-s2.0-33746883534,,Greening the glasshouse,2006,Fabric Architecture,10450483,18,4,40-41,Article,Elias H.,,,,,0,0,
2-s2.0-33646513708,10.1016/j.enbuild.2006.03.018,Modelling indoor illumination by complex fenestration systems based on bidirectional photometric data,2006,Energy and Buildings,03787788,38,7,849-868,Article,de Boer J.,,,Fraunhofer Institute for Building Physics IBP,Germany,24,0,
2-s2.0-33746349836,10.1051/0004-6361:20065320,Astrochemical confirmation of the rapid evolution of massive YSOs and explanation for the inferred ages of hot cores,2006,Astronomy and Astrophysics,00046361,454,1,L5-L8,Article,Doty S.D.,,,Denison University,United States,19,1,
2-s2.0-30844471374,,Plack-up®: A vitrified solid surface,2006,CFI Ceramic Forum International,01739913,83,1,E28-E29,Review,Campos J.,,,Esmalglass Itaca Group,Spain,0,0,
2-s2.0-29144494121,,Façades get dynamic,2005,HAC,03077950,,NOV./DEC.,24-25,Review,Mostachfi G.,,,Somfy,United Kingdom,0,0,
2-s2.0-14644395606,10.1016/j.ergon.2004.08.010,A new evaluation method for daylight discomfort glare,2005,International Journal of Industrial Ergonomics,01698141,35,4,295-306,Article,Nazzal A.,,,Aalto University,Finland,88,0,
2-s2.0-17044376679,,Shading for sustainable advantage,2005,Fabric Architecture,10450483,17,2,36-43,Article,Wright B.,,,,,0,0,
2-s2.0-14744280665,10.1016/j.tplants.2005.01.004,"Cereal phytochromes: Targets of selection, targets for manipulation?",2005,Trends in Plant Science,13601385,10,3,138-143,Review,Sawers R.,,,Boyce Thompson Institute,United States,63,0,
2-s2.0-2942559072,10.1016/j.orthres.2003.11.003,Secondary motions of the knee during weight bearing and non-weight bearing activities,2004,Journal of Orthopaedic Research,07360266,22,4,794-800,Article,Dyrby C.O.,,,Stanford Engineering,United States,126,0,
2-s2.0-6344241173,10.1139/F04-040,Factors influencing stream temperatures in small streams: Substrate effects and a shading experiment,2004,Canadian Journal of Fisheries and Aquatic Sciences,0706652X,61,6,913-923,Article,Johnson S.L.,,,USDA ARS Corvallis Forestry Sciences Laboratory,United States,307,0,
2-s2.0-3442876420,10.1107/S0021889804007149,Use of a CCD diffractometer in crystal structure determinations at high pressure,2004,Journal of Applied Crystallography,00218898,37,3,410-416,Article,Dawson A.,,,The University of Edinburgh,United Kingdom,150,1,
2-s2.0-11144284617,10.2749/101686604777963711,"Milwaukee Art Museum addition, Wisconsin, USA",2004,Structural Engineering International Journal of the International Association for Bridge and Structural Engineering IABSE,10168664,14,4,329-331,Article,Kissinger J.,,,Schloemer and Associates,United States,0,0,
2-s2.0-0347337985,10.1109/TCSII.2003.820237,Adaptive Filter Design Subject to Output Envelope Constraints and Bounded Input Noise,2003,IEEE Transactions on Circuits and Systems II Analog and Digital Signal Processing,10577130,50,12,1023-1027,Article,Zheng W.,,,Western Sydney University,Australia,12,0,
2-s2.0-0042232287,10.1046/j.0016-8025.2003.01052.x,An investigation into the role of light during desiccation of three angiosperm resurrection plants,2003,Plant Cell and Environment,01407791,26,8,1275-1286,Article,Farrant J.M.,,,University of Cape Town,South Africa,125,0,
2-s2.0-0346936510,10.3141/1838-04,Delineation of dynamic envelope of light rail transit cars and trains,2003,Transportation Research Record,03611981,,1838,30-35,Article,Boorse J.W.,,,PBQD Inc.,United States,0,0,
2-s2.0-60950059590,10.2307/991783,Movable façades: Palladio's plan for the church of San Giorgio Maggiore in Venice and its successive vicissitudes,2002,Journal of the Society of Architectural Historians,00379808,61,3,276-295,Review,Guerra A.,,,Università IUAV di Venezia,Italy,4,0,
2-s2.0-0036640514,10.1080/09613210210132919,German developments in daylight guidance systems: An overview,2002,Building Research and Information,09613218,30,4,282-301,Review,Laar M.,,,Technology Arts Sciences TH Köln,Germany,13,0,
2-s2.0-0010882504,10.1890/0012-9658(2002)083[1886:LNAPCR]2.0.CO;2,"Light, nutrients, and P:C ratios in algae: Grazer performance related to food quality and quantity",2002,Ecology,00129658,83,7,1886-1898,Article,Hessen D.,,,Universitetet i Oslo,Norway,225,0,
2-s2.0-0036643156,10.1016/S0045-7906(00)00048-3,Adaptive envelope-constrained filtering algorithms for noisy input signals,2002,Computers and Electrical Engineering,00457906,28,4,269-278,Article,Zheng W.,,,Western Sydney University,Australia,0,0,
2-s2.0-0036611752,10.1109/TSP.2002.1003066,Mean square convergence of adaptive envelope-constrained filtering,2002,IEEE Transactions on Signal Processing,1053587X,50,6,1429-1437,Article,Tseng C.,,,University of Warwick,United Kingdom,4,0,
2-s2.0-0036532734,10.1016/S0378-7788(01)00116-5,Development of a control algorithm to optimize airflow rates through variable size windows,2002,Energy and Buildings,03787788,34,4,363-368,Article,Assimakopoulos M.,,,National and Kapodistrian University of Athens,Greece,14,0,
2-s2.0-0036545837,10.3758/BF03194710,Illusory 3-D rotation induced by dynamic image shading,2002,Perception and Psychophysics,00315117,64,3,366-379,Article,Caudek C.,,,Università degli Studi di Trieste,Italy,2,1,
2-s2.0-0036648615,10.1023/A:1016376116653,Hamilton-Jacobi skeletons,2002,International Journal of Computer Vision,09205691,48,3,215-231,Article,Siddiqi K.,,,Université McGill,Canada,268,0,
2-s2.0-0039782330,10.1016/S0304-4238(00)00260-0,"Banana (Musa sp.) leaf gas exchange and chlorophyll fluorescence in response to soil drought, shading and lamina folding",2001,Scientia Horticulturae,03044238,90,1-2,93-108,Article,Thomas D.S.,,,The University of Western Australia,Australia,71,0,
2-s2.0-0035414642,,Improved gain for a dynamic envelope tracking amplifier in cellular radio handsets,2001,Microwave Journal,01926225,44,8,106-120,Article,Kang I.,,,Korea Maritime and Ocean University,South Korea,0,0,
2-s2.0-0035330810,10.1109/81.922471,Application of cubic constraint approximation in the recursive design of FIR filters subject to output envelope constraints,2001,IEEE Transactions on Circuits and Systems I Fundamental Theory and Applications,10577122,48,5,651-656,Article,Zheng W.,,,Western Sydney University,Australia,0,0,
2-s2.0-0035304254,10.1117/1.1355254,Real-time identification of smoke images by clustering motions on a fractal curve with a temporal embedding method,2001,Optical Engineering,00913286,40,4,554-563,Article,Guillemant P.,,,Institut Universitaire des Systèmes Thermiques Industriels,France,50,0,
2-s2.0-0035245919,10.1109/82.917789,Design of adaptive envelope-constrained filters in the presence of impulsive noise,2001,IEEE Transactions on Circuits and Systems II Analog and Digital Signal Processing,10577130,48,2,188-192,Article,Zheng W.,,,Western Sydney University,Australia,3,0,
2-s2.0-0034937117,10.1590/S0100-73862001000200004,Numerical and experimental investigation of thermal louvers for space applications,2001,Revista Brasileira De Ciencias Mecanicas Journal of the Brazilian Society of Mechanical Sciences,01007386,23,2,147-153,Article,Muraoka I.,,,Instituto Nacional de Pesquisas Espaciais,Brazil,5,1,
2-s2.0-0034781545,,Membranes offer space age solutions,2001,Industrial Textiles,09680861,,34,5,Article,,,,,,0,0,
2-s2.0-0035686438,10.1109/MWSYM.2001.967189,High-efficiency high-level modulator for use in dynamic envelope tracking CDMA RF power amplifiers,2001,IEEE MTT S International Microwave Symposium Digest,0149645X,1,,1509-1512,Article,Anderson D.,,,Motorola Res. and Development Ctr.,United States,44,0,
2-s2.0-0034486488,10.1023/A:1026534305831,A comparison of mechanisms of desiccation tolerance among three angiosperm resurrection plant species,2000,Plant Ecology,13850237,151,1,29-39,Article,Farrant J.M.,,,University of Cape Town,South Africa,280,0,
2-s2.0-0034175344,10.1080/002077200291000,The effect of noise on adaptive envelope-constrained filters,2000,International Journal of Systems Science,00207721,31,4,421-428,Article,Zheng W.X.,,,Western Sydney University,Australia,0,0,
2-s2.0-0033694135,10.1109/MWSYM.2000.863319,High efficiency CDMA RF power amplifier using dynamic envelope tracking technique,2000,IEEE MTT S International Microwave Symposium Digest,0149645X,2,,873-876,Article,Staudinger J.,,,Motorola,United States,156,0,
2-s2.0-0033874558,10.1002/(SICI)1099-0887(200001)16:1<21::AID-CNM306>3.0.CO;2-N,Effect of cylinder height of a typical payload fairing on the displacement response due to separation force,2000,Communications in Numerical Methods in Engineering,10698299,16,1,21-35,Article,Ramamurti V.,,,Indian Institute of Technology Madras,India,7,0,
2-s2.0-0033505115,,Breaking the heating cycle,1999,Industrial Fabric Products Review,00198307,76,1,20-24,Article,Swedberg J.,,,,,0,0,
2-s2.0-0033127826,10.1148/radiographics.19.3.g99ma14745,Three-dimensional volume rendering of spiral CT data: Theory and method,1999,Radiographics,02715333,19,3,745-764,Article,Calhoun P.S.,,,The Johns Hopkins Hospital,United States,507,0,
2-s2.0-0032629656,,Wide-bodied EMUs offer extra capacity at low cost,1999,Railway Gazette International,03735346,155,8,511-513,Article,Wadman P.,,,,,0,0,
2-s2.0-0032782357,10.1016/S0928-7655(98)00030-X,Optimizing production technology choices: Conventional production vs. recycling,1999,Resource and Energy Economics,09287655,21,1,1-18,Article,Huhtala A.,,,Academy of Finland,Finland,25,0,
2-s2.0-0032217999,,Adaptive shape from shading,1998,Turkish Journal of Electrical Engineering and Computer Sciences,13000632,6,2,61-73,Article,Gultekin A.,,,İstanbul Teknik Üniversitesi,Turkey,4,0,
2-s2.0-0032449495,10.1111/j.1460-9568.1998.00293.x,Neuronal coding of interaural transient envelope disparities,1998,European Journal of Neuroscience,0953816X,10,9,2831-2847,Article,Heil P.,,,Monash University,Australia,17,0,
2-s2.0-0032305060,10.1016/s0378-7788(98)00035-8,Thermal and daylighting performance of an automated venetian blind and lighting system in a full-scale private office,1998,Energy and Buildings,03787788,29,1,47-63,Article,Lee E.S.,,,Lawrence Berkeley National Laboratory,United States,158,0,
2-s2.0-5844399231,10.1080/01425919708914330,Solar control research activities undertaken in the framework of PASCOOL,1997,International Journal of Solar Energy,01425919,19,1-3,37-57,Article,Aleo F.,,,Conphoebus SCRL Piano D'arci (CT),Italy,2,0,
2-s2.0-0031539248,10.1080/00994480.1997.10748175,Developing a dynamic envelope/lighting control system with field measurements,1997,Journal of the Illuminating Engineering Society,00994480,26,1,146-164,Article,DiBartolomeo D.L.,,,"University of California, Berkeley",United States,21,2,
2-s2.0-0030258329,10.1109/81.538993,Application of Simplified Line Searches in the Design of Adaptive Envelope-Constrained Filters,1996,IEEE Transactions on Circuits and Systems I Fundamental Theory and Applications,10577122,43,10,854-857,Article,Zheng W.,,,Western Sydney University,Australia,3,0,
2-s2.0-5244328150,,Random response to structure-borne vibrations,1996,European Space Agency Special Publication ESA SP,03796566,,386 PART 2,549-556,Article,Grodent C.,,,SPACEBEL S.A.,Belgium,0,0,
2-s2.0-0030292257,10.1016/S0038-092X(96)00112-0,Seasonal shading of vertical south-facades with prismatic panes,1996,Solar Energy,0038092X,57,5,339-343,Article,Christoffers D.,,,Institut für Solarenergieforschung in Hameln,Germany,25,0,
2-s2.0-0029667147,10.1016/0168-1923(95)02246-5,A simple climagraph for characterizing regional suitability for greenhouse cropping in Greece,1996,Agricultural and Forest Meteorology,01681923,78,1-2,133-141,Article,Kittas C.,,,University of Thessaly,Greece,18,0,
